record_id,asset_id,description,site_description,asset_type,asset_group,local_board,planning_area,replacement_value_nzd,criticality_score,coastal_current_eal_nzd,coastal_slr_1m_eal_nzd,liquefaction_overlap_matches,liquefaction_vulnerability,liquefaction_mapped,liquefaction_review_flag,liquefaction_unrecognised_category,coastal_current_exposed,coastal_slr_1m_exposed,screening_flag_count,screening_attention
park-1077,22052-L100-230-EXW-001,PS_Playground,Rhinevale Close,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1079,22791-L100-230-EXW-001,PS_Playground,Juliet Avenue Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1080,11346-L100-230-EXW-001,PS_Playground,Sister Rene Shadbolt Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1081,20052-L100-230-EXW-001,PS_Playground (Whole)-,Castor Bay Beach Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1082,21978-L100-230-EXW-001,PS_Playground,East Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1083,22703-L100-230-EXW-001,PS_Playground,Kurt-Elsa Park (Kurt Lane Reserve),Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1084,20506-L100-230-EXW-001,PS_Playground,Kelman Square,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1085,10759-L100-230-EXW-002,PS_Playground - Senior,Maraetai Park,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1086,21549-L100-230-EXW-001,PS_Playground,Beechdale Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1088,22048-L100-230-EXW-001,PS_Playground,Reynella Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1089,23845-L100-230-EXW-001,PS_Playground (Whole)-,Swell Park,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-109,10354-B005-151,Toilet - H18 (Dovemeyer Robinson Park),Dove Myer Robinson Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1090,20855-L100-230-EXW-001,PS_Playground,Children's Forest,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1091,21487-L100-230-EXW-001,PS_Playground,Tilberg Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1094,20760-L100-230-EXW-001,PS_Playground,Harania/Marys Foreshore Reserve,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1096,20416-L100-230-EXW-001,PS_Playground,Wordsworth Road Reserve,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1097,11385-L100-230-EXW-001,PS_Playground,Kaurilands Domain,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1098,11455-L100-230-EXW-001,PS_Playground,Barron Green,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-11,10011-B001-152,Auckland Central Library - Lv 02 (Res),Auckland Central Library,Library,Building Level 3,Waitemata,Waitemata,15000000.0,5,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-110,10354-B007-151,Toilet (Judges Bay Road),Dove Myer Robinson Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1103,20964-L100-230-EXW-001,PS_Playground (Whole)-,William Souter Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1104,20053-L100-230-EXW-001,PS_Playground (Whole)-,Parkwood Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1105,22239-L100-230-EXW-001,PS_Playground (Whole)-,Woodridge Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1106,11430-L100-230-EXW-001,PS_Playground,Brains Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1107,22649-L100-230-EXW-001,PS_Playground (Whole)-,Bill Moir Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1108,21245-L100-230-EXW-001,PS_Playground,Featherstone Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1109,10563-L100-230-EXW-001,PS_Playground,Centennial Park - Waiuku,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1110,22229-L100-230-EXW-001,PS_Playground (Whole)-,Fernhill Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1111,20351-L100-230-EXW-001,PS_Playground (Whole)-,Neptune Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1113,20590-L100-230-EXW-001,PS_Playground,Grace Campbell Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1115,21392-L100-230-EXW-001,PS_Playground-Mid of reserve,Alice Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1116,20303-L100-230-EXW-001,PS_Playground (Whole)-,Montgomery Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1119,21906-L100-230-EXW-001,PS_Playground (Whole)-,Unsworth & St Lucia Res / Caribbean Spts,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-112,10266-B003-151,Toilet - T14 (Point England Reserve),Omaru Recreation Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1120,21321-L100-230-EXW-001,PS_Playground,Xena Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1121,11432-L100-230-EXW-002,PS_Playground,Awaroa Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1122,21807-L100-230-EXW-001,PS_Playground,Browns Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1123,10368-L100-230-EXW-001,PS_Playground-Exminster St,Blockhouse Bay Recreation Res,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1125,11232-L100-230-EXW-001,PS_Playground (Whole)-,Algies Bay Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1126,22675-L100-230-EXW-001,PS_Playground,Annison Green,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1127,22068-L100-230-EXW-001,PS_Playground,Royal Heights Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1128,11482-L100-230-EXW-001,PS_Playground-Portage Rd,Olympic Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1129,21894-L100-230-EXW-001,PS_Playground,Roulston Park & Pioneer Cottage,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-113,10266-B003-152,Changing Rooms,Omaru Recreation Reserve,Changing Shed,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,650000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1130,10368-L100-230-EXW-002,PS_Playground-Terry St,Blockhouse Bay Recreation Res,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1132,22546-L100-230-EXW-002,PS_Playground (Whole)-,Tornado Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1133,22256-L100-230-EXW-001,PS_Playground (Whole)-,Camelot Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1134,20494-L100-230-EXW-001,PS_Playground,Innismara Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1135,20372-L100-230-EXW-001,PS_Playground (Whole)-,Kawerau Reserve (Oliver Reserve),Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1136,21767-L100-230-EXW-001,PS_Playground,Tarnica Park (Bowscale Place Reserve),Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1137,23398-L151-230-EXW-001,PS_Playground (Whole)-,Fernbank Stormwater Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1138,20721-L100-230-EXW-001,PS_Playground,Harwood Reserve - Otara,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-114,10287-B001-151,Toilet - G1 (Okiwi Airfield),Okiwi Airfield,Public Toilet,Building Level 3,Aotea/Great Barrier,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1141,21520-L100-230-EXW-001,PS_Playground,Tironui Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1142,20318-L100-230-EXW-001,PS_Playground,Frobisher Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1143,20388-L100-230-EXW-001,PS_Playground,Hyperion Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1144,10247-L100-230-EXW-001,PS_Playground,Orchard Reserve - Avondale,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1145,20513-L100-230-EXW-001,PS_Playground,Kemp Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1146,10719-L100-230-EXW-001,PS_Playground,William Green Domain,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1147,10623-L100-230-EXW-001,PS_Playground,Fergusson Oaks Reserve,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1149,11211-L100-230-EXW-001,PS_Playground (Whole)-,Wellsford Centennial Park,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-115,10288-B002-151,Toilet near playground (Waterview Res),Waterview Reserve,Public Toilet,Building Level 3,Albert-Eden,Albert-Eden,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1150,22106-L100-230-EXW-001,PS_Playground,Sarajevo Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1151,22199-L100-230-EXW-001,PS_Playground (Whole)-,Stanaway Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1152,20695-L100-230-EXW-001,PS_Playground (Whole)-,Marina View Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1153,21295-L100-230-EXW-001,PS_Playground,Flaunty Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1154,11054-L100-230-EXW-001,PS_Playground (Whole)-,Birkenhead War Memorial Park,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1155,22354-L100-230-EXW-001,PS_Playground (Whole)-,Ariki Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,0,Not mapped,False,False,False,False,False,0,No elevated flag
park-1156,20279-L100-230-EXW-001,PS_Playground,Wing Park,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1157,20332-L100-230-EXW-001,PS_Playground (Whole)-,Plymouth Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1158,11107-L100-230-EXW-001,PS_Playground (Whole)-,Little Shoal Bay Reserve/Dudding Park,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1159,20883-L100-230-EXW-002,PS_Playground,Marlene Glade,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-116,10290-B001-151,Toilet - Wi12 (Omiha Beach),Omiha Beach Reserve,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1160,10760-L100-230-EXW-001,PS_Playground,Swanson Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1161,22294-L100-230-EXW-001,PS_Playground (Whole)-,Lancelot Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1162,22185-L100-230-EXW-001,PS_Playground (Whole)-,Powrie Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1163,20075-L100-230-EXW-002,PS_Playground (Whole)-off Manuka Rd,Manuka Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1164,11431-L100-230-EXW-001,PS_Playground,Bruce Mclaren Memorial Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1165,11210-L100-230-EXW-001,PS_Playground (Whole)-,Shoesmith Domain Recreation Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1166,20400-L100-230-EXW-001,PS_Playground,Walter Strevens Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1167,21412-L100-230-EXW-001,PS_Playground,Cascade Walkway No 3 (Gosford),Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
